Tamanho de Entrada;TempSel1;TempSel2;CompSel1;CompSel2;MovSel1;MovSel2;;;;;;;
1000;0,00;22,00;499499;15484500;0;92163;
10000;54,00;1893,00;49994999;49995000;0;928791;
50000;1206,00;43761,00;1249974999;38749225000;0;4645821;
75000;2823,00;86927,00;2812462499;87186337500;0;6973410;
100000;4628,00;164856,00;4999949999;15499845000;0;9295683;
